region,crop,year,target_yield_centner_per_ha,sown_area,gross_harvest,dry_days_04,dry_days_05,dry_days_06,dry_days_07,dry_days_08,dry_days_09,hot_days_04,hot_days_05,hot_days_06,hot_days_07,hot_days_08,hot_days_09,humidity_mean_04,humidity_mean_05,humidity_mean_06,humidity_mean_07,humidity_mean_08,humidity_mean_09,precip_sum_04,precip_sum_05,precip_sum_06,precip_sum_07,precip_sum_08,precip_sum_09,rain_days_04,rain_days_05,rain_days_06,rain_days_07,rain_days_08,rain_days_09,rain_sum_04,rain_sum_05,rain_sum_06,rain_sum_07,rain_sum_08,rain_sum_09,temp_max_04,temp_max_05,temp_max_06,temp_max_07,temp_max_08,temp_max_09,temp_mean_04,temp_mean_05,temp_mean_06,temp_mean_07,temp_mean_08,temp_mean_09,temp_min_04,temp_min_05,temp_min_06,temp_min_07,temp_min_08,temp_min_09,season_temp_mean,season_temp_max,season_temp_min,season_precip_sum,season_rain_sum,season_humidity_mean,season_hot_days,season_dry_days,season_rain_days,mineral_fertilizers_centner,mineral_fertilizers_tons,mineral_fertilizers_cumulative_centner,fertilizer_municipality_count,fertilizer_records_count,valid_fertilizer_values_count,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2021,102.9,0.06,6.44,21.0,19.0,21.0,22.0,21.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,85.13,73.06,63.0,63.84,77.06,81.27,26.4,69.5,38.1,71.7,59.5,61.0,9.0,12.0,9.0,9.0,10.0,13.0,10.1,28.8,38.0,71.7,59.5,61.0,8.6,25.7,27.1,26.9,26.2,17.8,-2.3,4.91,11.1,14.34,14.48,5.81,-20.5,-6.8,-0.2,4.6,4.3,-2.8,8.11,27.1,-20.5,326.2,269.1,73.85,1,121,62,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2022,116.05,0.07,7.48,26.0,24.0,19.0,24.0,19.0,18.0,0.0,0.0,1.0,2.0,3.0,0.0,80.3,77.35,63.4,65.13,67.16,80.73,22.6,33.6,144.0,33.6,50.0,79.1,4.0,7.0,11.0,7.0,12.0,12.0,1.4,26.0,143.8,33.6,50.0,78.4,4.0,23.5,27.8,28.1,30.9,14.8,-5.88,4.4,13.06,16.74,15.18,5.71,-16.3,-9.9,-1.4,6.2,4.8,-3.6,8.26,30.9,-16.3,362.9,333.2,72.31,6,130,53,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2023,113.74,0.06,,24.0,25.0,18.0,18.0,22.0,20.0,0.0,0.0,0.0,1.0,2.0,0.0,78.33,77.06,72.07,71.48,73.0,80.0,18.3,54.7,78.8,63.7,56.6,32.0,6.0,6.0,12.0,13.0,9.0,10.0,2.8,28.2,77.7,63.7,56.6,32.0,3.2,25.2,22.0,27.6,27.2,18.8,-8.53,4.8,9.31,18.3,15.65,9.96,-25.0,-11.1,1.7,7.4,7.1,-1.1,8.32,27.6,-25.0,304.1,261.0,75.3,3,127,56,,,,,,,,,,,,,,,,
Ямало-Ненецкий автономный округ (Тюменская область),картофель,2024,128.4,0.05,,19.0,24.0,20.0,24.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,79.73,81.87,79.53,71.0,79.35,81.1,48.7,34.9,52.3,60.1,73.1,46.6,11.0,7.0,10.0,7.0,9.0,12.0,0.4,8.7,52.3,60.1,73.1,46.6,-0.7,4.8,20.6,26.5,21.2,20.4,-10.55,-2.81,7.61,16.27,13.9,10.31,-22.8,-13.4,-3.2,5.3,6.1,-0.6,5.84,26.5,-22.8,315.7,241.2,78.74,0,127,56,,,,,,,,,,,,,,,,
Ярославская область,горох,2000,13.8,0.04,0.61,20.0,22.0,15.0,18.0,17.0,25.0,0.0,1.0,4.0,4.0,0.0,0.0,75.97,62.81,68.5,73.29,79.0,75.93,25.6,35.1,91.4,95.9,50.7,28.3,10.0,9.0,15.0,13.0,14.0,5.0,24.3,27.6,91.4,95.9,50.7,28.3,24.1,28.3,27.6,30.4,22.2,22.1,7.86,9.22,16.06,19.81,15.95,9.76,-2.9,-3.3,6.0,10.0,7.7,-0.8,13.14,30.4,-3.3,327.0,318.2,72.57,9,117,66,,,,,,,,,,,,,,,,
Ярославская область,горох,2002,16.7,0.06,1.0,23.0,25.0,20.0,25.0,26.0,21.0,0.0,0.0,0.0,15.0,2.0,0.0,68.4,59.29,63.6,57.9,62.42,72.5,28.5,22.8,41.9,20.9,14.7,53.6,7.0,6.0,10.0,6.0,5.0,9.0,17.8,22.2,41.9,20.9,14.7,53.6,18.2,23.4,26.1,32.1,30.4,26.7,4.89,10.81,16.59,22.32,16.31,11.45,-11.3,-0.3,4.0,10.4,6.5,1.1,13.77,32.1,-11.3,182.4,171.1,63.95,17,140,43,,,,,,,,,,,,,,,,
Ярославская область,горох,2003,12.8,0.14,0.42,22.0,21.0,12.0,19.0,13.0,21.0,0.0,0.0,0.0,3.0,2.0,0.0,76.07,67.94,77.07,76.77,81.32,78.37,34.4,63.1,111.0,60.2,146.5,76.5,8.0,10.0,18.0,12.0,18.0,9.0,19.0,63.1,111.0,60.2,146.5,76.5,16.4,24.2,20.3,28.5,27.5,20.8,2.92,12.79,12.25,20.03,16.72,10.81,-5.9,-1.6,2.9,10.1,9.8,1.7,12.65,28.5,-5.9,491.7,476.3,76.24,5,108,75,,,,,,,,,,,,,,,,
Ярославская область,горох,2004,11.3,0.18,1.69,23.0,18.0,16.0,20.0,17.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,70.83,69.74,73.23,79.81,77.84,79.03,52.6,58.1,112.4,63.3,117.7,58.8,7.0,13.0,14.0,11.0,14.0,10.0,38.6,58.1,112.4,63.3,117.7,58.8,15.7,21.6,26.0,26.4,28.0,23.6,2.34,10.85,14.64,18.64,17.51,12.23,-13.4,-1.0,2.5,11.0,8.4,3.5,12.75,28.0,-13.4,462.9,448.9,75.09,1,114,69,,,,,,,,,,,,,,,,
Ярославская область,горох,2005,6.0,0.11,0.32,22.0,18.0,17.0,20.0,21.0,26.0,0.0,2.0,0.0,2.0,0.0,0.0,75.87,71.26,74.33,76.71,74.84,77.5,30.2,72.3,91.5,76.2,52.4,23.7,8.0,13.0,13.0,11.0,10.0,4.0,25.1,72.3,91.5,76.2,52.4,23.7,15.2,27.9,24.2,28.1,26.7,21.5,4.13,13.87,15.96,18.38,16.78,12.61,-5.9,2.3,7.3,8.4,7.6,2.0,13.67,28.1,-5.9,346.3,341.2,75.07,4,124,59,,,,,,,,,,,,,,,,
Ярославская область,горох,2006,9.0,0.13,0.51,21.0,18.0,20.0,19.0,18.0,20.0,0.0,0.0,6.0,6.0,0.0,0.0,75.37,68.29,69.6,70.58,78.74,80.87,36.6,64.7,59.3,48.4,103.7,67.6,9.0,13.0,10.0,12.0,13.0,10.0,32.1,64.7,59.3,48.4,103.7,67.6,14.3,20.8,30.1,28.6,26.3,21.1,4.06,11.59,18.34,17.31,17.01,13.08,-5.3,-1.0,6.3,7.8,8.7,0.9,13.59,30.1,-5.3,380.3,375.8,73.89,12,116,67,,,,,,,,,,,,,,,,
Ярославская область,горох,2007,12.6,0.11,1.37,21.0,22.0,21.0,16.0,21.0,19.0,0.0,5.0,0.0,2.0,10.0,0.0,67.73,67.65,62.17,75.65,71.23,79.07,31.0,29.6,47.9,109.8,53.8,70.9,9.0,9.0,9.0,15.0,10.0,11.0,26.9,29.6,47.9,109.8,53.8,70.9,17.5,32.2,25.6,28.0,30.2,20.8,4.28,14.13,15.41,18.33,19.85,11.31,-5.0,-2.7,5.0,10.9,8.1,2.3,13.94,32.2,-5.0,343.0,338.9,70.6,17,120,63,,,,,,,,,,,,,,,,
Ярославская область,горох,2008,14.7,0.15,1.15,24.0,22.0,24.0,14.0,14.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,67.23,64.48,67.03,78.55,79.48,76.57,38.8,49.8,35.3,157.9,98.5,32.9,6.0,9.0,6.0,17.0,17.0,10.0,17.8,49.8,35.3,157.9,98.5,32.9,19.2,21.4,23.9,27.9,30.8,25.3,6.32,10.29,14.76,18.61,16.66,10.0,-4.0,-1.2,0.4,9.2,8.2,1.2,12.81,30.8,-4.0,413.2,392.2,72.26,4,118,65,55873.17,5587.32,55873.17,16.0,16.0,16.0,2.0,,40.0,357.0,501.0,125.0,3714.0,17.0,70.0,4739.0
Ярославская область,горох,2009,22.2,0.11,2.53,22.0,23.0,21.0,19.0,17.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,71.63,66.97,68.6,74.19,75.97,75.47,35.1,49.2,84.0,84.4,50.5,36.9,8.0,8.0,9.0,12.0,14.0,11.0,7.3,49.2,84.0,84.4,50.5,36.9,21.7,23.0,28.0,30.5,24.7,23.8,1.21,12.54,17.02,18.28,15.9,13.39,-12.7,-1.0,8.1,5.3,9.3,3.9,13.1,30.5,-12.7,340.1,312.3,72.14,3,121,62,833.2,83.32,39481.4,13.0,13.0,2.0,2.0,,34.0,348.0,497.0,107.0,3675.0,17.0,77.0,4663.0
Ярославская область,горох,2010,8.6,0.29,2.22,23.0,18.0,20.0,25.0,19.0,19.0,0.0,0.0,5.0,24.0,14.0,0.0,69.97,71.71,72.57,61.19,68.45,78.73,50.0,82.1,71.1,15.4,91.9,75.9,7.0,13.0,10.0,6.0,12.0,11.0,47.4,82.1,71.1,15.4,91.9,75.9,15.4,25.0,31.0,34.5,35.9,21.3,5.74,15.27,17.32,24.54,20.17,11.22,-3.8,5.7,6.1,11.2,5.5,1.5,15.78,35.9,-3.8,386.4,383.8,70.38,43,124,59,3214.24,321.42,36601.6,15.0,15.0,5.0,2.0,3.0,33.0,329.0,433.0,100.0,3419.0,17.0,75.0,4319.0
Ярославская область,горох,2011,27.6,0.25,6.93,21.0,23.0,23.0,20.0,26.0,11.0,0.0,0.0,1.0,16.0,2.0,0.0,77.17,66.39,67.87,67.68,66.84,83.03,33.3,38.6,34.8,75.0,19.8,111.8,9.0,8.0,7.0,11.0,5.0,19.0,22.9,38.6,34.8,75.0,19.8,111.8,17.4,23.2,27.2,31.1,28.8,19.6,2.83,12.53,17.25,22.5,18.15,11.22,-9.7,-0.3,8.6,14.2,7.6,5.1,14.14,31.1,-9.7,313.3,302.9,71.42,19,124,59,19427.91,1942.79,54857.81,14.0,14.0,11.0,3.0,,25.0,300.0,390.0,92.0,3240.0,17.0,73.0,4050.0
Ярославская область,горох,2012,30.7,0.5,14.17,16.0,22.0,18.0,21.0,20.0,18.0,0.0,0.0,0.0,4.0,3.0,0.0,80.47,69.39,72.47,70.94,74.06,77.87,66.6,59.7,96.9,46.8,74.2,67.1,14.0,9.0,12.0,10.0,11.0,12.0,49.7,59.7,96.9,46.8,74.2,67.1,21.1,25.0,26.8,29.0,29.6,21.7,4.98,13.47,16.28,19.56,16.67,12.41,-9.4,0.6,7.1,10.7,6.4,5.5,13.94,29.6,-9.4,411.3,394.4,74.15,7,115,68,5114.2,511.42,45618.1,14.0,14.0,6.0,3.0,,19.0,264.0,338.0,85.0,2826.0,17.0,72.0,3535.0
Ярославская область,горох,2013,14.1,0.75,10.53,21.0,23.0,21.0,19.0,23.0,15.0,0.0,1.0,6.0,5.0,0.0,0.0,76.87,69.52,69.4,71.48,74.29,84.0,34.9,49.0,38.1,96.5,38.4,85.4,9.0,8.0,9.0,12.0,8.0,15.0,28.7,49.0,38.1,96.5,38.4,85.4,12.9,27.4,30.3,28.3,26.3,18.3,2.38,14.38,19.07,19.24,17.85,10.27,-6.1,1.7,8.7,10.3,8.1,0.5,13.92,30.3,-6.1,342.3,336.1,74.22,12,122,61,741.3,74.13,34520.4,17.0,17.0,6.0,4.0,,20.0,238.0,298.0,76.0,2622.0,17.0,73.0,3258.0
Ярославская область,горох,2014,37.0,0.3,11.14,26.0,26.0,17.0,27.0,17.0,24.0,0.0,3.0,6.0,7.0,6.0,0.0,57.6,61.77,63.67,64.16,69.55,75.17,24.5,45.6,76.2,29.9,72.0,35.0,4.0,5.0,13.0,4.0,14.0,6.0,19.2,45.6,76.2,29.9,72.0,35.0,19.8,27.6,30.0,30.3,31.2,22.0,4.95,14.42,15.99,19.67,19.0,12.02,-6.1,-0.3,5.8,9.2,7.6,3.5,14.4,31.2,-6.1,283.2,277.9,65.32,22,137,46,5354.0,535.4,34935.0,14.0,14.0,8.0,2.0,1.0,2.0,178.0,210.0,53.0,2191.0,14.0,45.0,2637.0
Ярославская область,горох,2015,45.6,0.21,9.68,13.0,18.0,21.0,14.0,19.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,72.17,70.74,67.3,74.87,72.61,77.13,50.7,93.2,57.8,102.7,69.0,40.8,17.0,13.0,9.0,17.0,12.0,6.0,34.4,93.2,57.8,102.7,69.0,40.8,23.0,27.1,27.2,26.9,26.2,24.7,4.2,13.44,17.15,16.96,16.21,13.38,-3.7,1.0,6.8,6.5,7.0,3.6,13.59,27.2,-3.7,414.2,397.9,72.48,2,109,74,11703.0,1170.3,46614.0,15.0,15.0,11.0,2.0,1.0,2.0,186.0,206.0,56.0,2106.0,15.0,46.0,2559.0
Ярославская область,горох,2016,31.6,0.34,10.67,20.0,26.0,16.0,20.0,17.0,19.0,0.0,0.0,1.0,7.0,4.0,0.0,74.6,64.26,71.37,71.39,75.23,80.63,39.6,21.9,114.5,70.3,92.9,49.7,10.0,5.0,14.0,11.0,14.0,11.0,32.9,21.9,114.5,70.3,92.9,49.7,17.9,23.8,28.1,29.2,29.1,19.2,5.39,14.28,16.39,20.8,19.2,10.49,-5.9,0.8,5.0,11.8,8.6,2.8,14.49,29.2,-5.9,388.9,382.2,72.87,12,118,65,4978.0,497.8,43728.0,13.0,13.0,6.0,3.0,,16.0,196.0,209.0,67.0,2060.0,17.0,69.0,2551.0
Ярославская область,горох,2017,16.7,0.72,10.09,18.0,18.0,12.0,10.0,24.0,22.0,0.0,0.0,0.0,2.0,4.0,0.0,69.53,67.45,75.57,80.68,71.52,79.47,54.3,62.4,93.6,107.8,28.6,63.2,12.0,13.0,18.0,21.0,7.0,8.0,45.8,54.4,93.6,107.8,28.6,63.2,22.1,22.5,23.0,28.0,29.4,23.7,3.94,8.71,13.21,17.11,17.81,11.98,-7.2,-3.4,1.9,8.5,7.0,3.0,12.16,29.4,-7.2,409.9,393.4,74.02,6,104,79,1873.0,187.3,33301.0,8.0,8.0,6.0,,,,161.0,181.0,53.0,1918.0,15.0,42.0,2313.0
Ярославская область,горох,2018,23.9,0.44,10.42,21.0,21.0,20.0,12.0,24.0,19.0,0.0,0.0,3.0,4.0,4.0,0.0,69.63,66.35,68.23,79.84,71.1,77.33,49.9,53.1,42.7,132.5,36.1,81.7,9.0,10.0,10.0,19.0,7.0,11.0,43.9,53.1,42.7,132.5,36.1,81.7,18.2,25.5,30.7,28.0,28.0,23.8,4.71,13.79,15.87,19.81,18.55,13.43,-7.7,2.2,3.0,12.1,8.3,0.1,14.41,30.7,-7.7,396.0,390.0,72.09,11,117,66,3672.0,367.2,34584.0,6.0,6.0,2.0,,,,177.0,180.0,56.0,1930.0,15.0,43.0,2343.0
Ярославская область,горох,2019,19.6,0.52,9.03,27.0,22.0,21.0,10.0,20.0,18.0,0.0,2.0,7.0,0.0,0.0,0.0,65.03,64.65,64.57,79.65,79.68,79.7,13.9,53.4,62.8,178.7,69.1,57.3,3.0,9.0,9.0,21.0,11.0,12.0,13.9,53.4,62.8,178.7,69.1,56.5,21.5,27.2,29.8,26.2,25.5,23.8,5.05,14.34,17.97,15.26,14.75,10.87,-7.1,-2.7,5.6,7.0,4.6,0.2,13.07,29.8,-7.1,435.2,434.4,72.25,9,118,65,6837.0,683.7,41046.0,6.0,6.0,5.0,,,,163.0,167.0,48.0,1917.0,15.0,41.0,2295.0
Ярославская область,горох,2020,9.1,0.43,3.88,20.0,17.0,24.0,17.0,19.0,20.0,0.0,0.0,3.0,3.0,0.0,0.0,66.37,70.71,67.4,77.52,79.74,74.0,40.8,82.0,56.4,121.8,93.2,32.1,10.0,14.0,6.0,14.0,12.0,10.0,28.7,82.0,56.4,121.8,93.2,32.1,13.7,24.2,27.7,30.5,25.3,22.5,2.9,10.67,17.57,18.62,15.98,13.0,-6.9,-2.5,6.3,8.6,7.4,6.1,13.15,30.5,-6.9,426.3,414.2,72.68,6,117,66,7572.42,757.24,53750.84,11.0,11.0,7.0,,,,149.0,149.0,45.0,1754.0,16.0,41.0,2097.0
Ярославская область,горох,2021,12.7,0.23,2.95,20.0,20.0,24.0,21.0,20.0,12.0,0.0,2.0,10.0,13.0,5.0,0.0,68.2,69.48,65.97,66.16,77.23,81.97,81.5,72.7,42.4,42.1,101.4,76.0,10.0,11.0,6.0,10.0,11.0,18.0,67.7,72.7,42.4,42.1,101.4,76.0,21.1,28.3,33.7,31.1,30.1,21.2,5.78,13.34,20.47,21.17,18.44,9.23,-6.7,-1.0,3.3,11.3,6.9,0.9,14.79,33.7,-6.7,416.1,402.3,71.49,30,117,66,3402.6,340.26,38970.11,6.0,6.0,4.0,,,,127.0,126.0,34.0,1591.0,14.0,35.0,1878.0
Ярославская область,горох,2022,21.66,1.09,18.0,20.0,19.0,26.0,24.0,28.0,18.0,0.0,0.0,3.0,14.0,18.0,0.0,71.53,65.35,65.2,65.61,61.32,80.27,41.3,53.2,35.8,35.2,11.1,80.1,10.0,12.0,4.0,7.0,3.0,12.0,23.9,52.6,35.8,35.2,11.1,80.1,15.9,21.2,29.9,31.5,31.1,17.6,3.84,8.81,17.51,20.9,21.21,9.76,-11.9,-2.1,8.0,9.9,10.8,3.2,13.72,31.5,-11.9,256.7,238.7,68.15,35,135,48,10946.79,1094.68,49676.2,5.0,5.0,5.0,,,,122.0,120.0,29.0,1430.0,12.0,31.0,1701.0
Ярославская область,горох,2023,33.69,1.66,,25.0,20.0,19.0,16.0,21.0,25.0,0.0,0.0,0.0,1.0,4.0,0.0,65.67,66.77,68.53,77.87,76.94,77.63,54.9,63.0,55.8,127.0,56.7,19.5,5.0,11.0,11.0,15.0,10.0,5.0,50.4,62.0,55.8,127.0,56.7,19.5,20.3,24.7,25.6,28.0,29.5,24.4,6.99,12.3,14.74,17.55,18.28,13.99,-3.5,-1.6,3.0,9.7,5.2,3.5,14.01,29.5,-3.5,376.9,371.4,72.26,5,126,57,8759.42,875.94,59259.02,6.0,6.0,3.0,,,,129.0,138.0,37.0,1472.0,11.0,32.0,1776.0
Ярославская область,горох,2024,13.49,1.59,,17.0,27.0,16.0,19.0,16.0,26.0,0.0,2.0,2.0,9.0,2.0,0.0,70.77,58.45,75.67,75.39,81.45,70.53,47.2,20.6,149.0,119.0,97.0,16.7,13.0,4.0,14.0,12.0,15.0,4.0,47.2,18.4,149.0,119.0,97.0,16.7,20.9,27.5,27.4,29.9,27.6,26.8,8.72,10.65,18.82,20.49,17.24,15.78,-5.1,-2.7,10.5,11.7,8.6,2.7,15.3,29.9,-5.1,449.5,447.3,72.04,15,121,62,4631.52,463.15,60283.16,8.0,8.0,4.0,,,,144.0,138.0,36.0,1705.0,14.0,35.0,2023.0
Ярославская область,зерновые и зернобобовые культуры,2000,13.5,115.69,1548.98,20.0,22.0,15.0,18.0,17.0,25.0,0.0,1.0,4.0,4.0,0.0,0.0,75.97,62.81,68.5,73.29,79.0,75.93,25.6,35.1,91.4,95.9,50.7,28.3,10.0,9.0,15.0,13.0,14.0,5.0,24.3,27.6,91.4,95.9,50.7,28.3,24.1,28.3,27.6,30.4,22.2,22.1,7.86,9.22,16.06,19.81,15.95,9.76,-2.9,-3.3,6.0,10.0,7.7,-0.8,13.14,30.4,-3.3,327.0,318.2,72.57,9,117,66,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2001,14.7,118.44,1734.76,22.0,16.0,12.0,23.0,23.0,21.0,0.0,0.0,0.0,10.0,2.0,0.0,77.57,70.29,79.0,73.29,72.65,79.97,33.0,69.8,115.1,65.5,54.6,50.2,8.0,15.0,18.0,8.0,8.0,9.0,32.2,69.8,115.1,65.5,54.6,50.2,23.8,23.3,23.9,30.5,27.2,23.1,7.95,10.66,15.58,21.65,15.75,11.91,-4.2,2.5,6.5,12.5,6.1,0.6,13.95,30.5,-4.2,388.2,387.4,75.4,12,117,66,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2002,13.5,116.69,1155.41,23.0,25.0,20.0,25.0,26.0,21.0,0.0,0.0,0.0,15.0,2.0,0.0,68.4,59.29,63.6,57.9,62.42,72.5,28.5,22.8,41.9,20.9,14.7,53.6,7.0,6.0,10.0,6.0,5.0,9.0,17.8,22.2,41.9,20.9,14.7,53.6,18.2,23.4,26.1,32.1,30.4,26.7,4.89,10.81,16.59,22.32,16.31,11.45,-11.3,-0.3,4.0,10.4,6.5,1.1,13.77,32.1,-11.3,182.4,171.1,63.95,17,140,43,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2003,17.9,101.76,1020.16,22.0,21.0,12.0,19.0,13.0,21.0,0.0,0.0,0.0,3.0,2.0,0.0,76.07,67.94,77.07,76.77,81.32,78.37,34.4,63.1,111.0,60.2,146.5,76.5,8.0,10.0,18.0,12.0,18.0,9.0,19.0,63.1,111.0,60.2,146.5,76.5,16.4,24.2,20.3,28.5,27.5,20.8,2.92,12.79,12.25,20.03,16.72,10.81,-5.9,-1.6,2.9,10.1,9.8,1.7,12.65,28.5,-5.9,491.7,476.3,76.24,5,108,75,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2004,11.9,86.88,929.56,23.0,18.0,16.0,20.0,17.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,70.83,69.74,73.23,79.81,77.84,79.03,52.6,58.1,112.4,63.3,117.7,58.8,7.0,13.0,14.0,11.0,14.0,10.0,38.6,58.1,112.4,63.3,117.7,58.8,15.7,21.6,26.0,26.4,28.0,23.6,2.34,10.85,14.64,18.64,17.51,12.23,-13.4,-1.0,2.5,11.0,8.4,3.5,12.75,28.0,-13.4,462.9,448.9,75.09,1,114,69,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2005,11.6,64.59,711.9,22.0,18.0,17.0,20.0,21.0,26.0,0.0,2.0,0.0,2.0,0.0,0.0,75.87,71.26,74.33,76.71,74.84,77.5,30.2,72.3,91.5,76.2,52.4,23.7,8.0,13.0,13.0,11.0,10.0,4.0,25.1,72.3,91.5,76.2,52.4,23.7,15.2,27.9,24.2,28.1,26.7,21.5,4.13,13.87,15.96,18.38,16.78,12.61,-5.9,2.3,7.3,8.4,7.6,2.0,13.67,28.1,-5.9,346.3,341.2,75.07,4,124,59,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2006,14.2,58.87,823.29,21.0,18.0,20.0,19.0,18.0,20.0,0.0,0.0,6.0,6.0,0.0,0.0,75.37,68.29,69.6,70.58,78.74,80.87,36.6,64.7,59.3,48.4,103.7,67.6,9.0,13.0,10.0,12.0,13.0,10.0,32.1,64.7,59.3,48.4,103.7,67.6,14.3,20.8,30.1,28.6,26.3,21.1,4.06,11.59,18.34,17.31,17.01,13.08,-5.3,-1.0,6.3,7.8,8.7,0.9,13.59,30.1,-5.3,380.3,375.8,73.89,12,116,67,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2007,17.5,53.36,922.32,21.0,22.0,21.0,16.0,21.0,19.0,0.0,5.0,0.0,2.0,10.0,0.0,67.73,67.65,62.17,75.65,71.23,79.07,31.0,29.6,47.9,109.8,53.8,70.9,9.0,9.0,9.0,15.0,10.0,11.0,26.9,29.6,47.9,109.8,53.8,70.9,17.5,32.2,25.6,28.0,30.2,20.8,4.28,14.13,15.41,18.33,19.85,11.31,-5.0,-2.7,5.0,10.9,8.1,2.3,13.94,32.2,-5.0,343.0,338.9,70.6,17,120,63,,,,,,,,,,,,,,,,
Ярославская область,зерновые и зернобобовые культуры,2008,17.6,61.85,1029.29,24.0,22.0,24.0,14.0,14.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,67.23,64.48,67.03,78.55,79.48,76.57,38.8,49.8,35.3,157.9,98.5,32.9,6.0,9.0,6.0,17.0,17.0,10.0,17.8,49.8,35.3,157.9,98.5,32.9,19.2,21.4,23.9,27.9,30.8,25.3,6.32,10.29,14.76,18.61,16.66,10.0,-4.0,-1.2,0.4,9.2,8.2,1.2,12.81,30.8,-4.0,413.2,392.2,72.26,4,118,65,55873.17,5587.32,55873.17,16.0,16.0,16.0,2.0,,40.0,357.0,501.0,125.0,3714.0,17.0,70.0,4739.0
Ярославская область,зерновые и зернобобовые культуры,2009,18.9,55.55,1028.34,22.0,23.0,21.0,19.0,17.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,71.63,66.97,68.6,74.19,75.97,75.47,35.1,49.2,84.0,84.4,50.5,36.9,8.0,8.0,9.0,12.0,14.0,11.0,7.3,49.2,84.0,84.4,50.5,36.9,21.7,23.0,28.0,30.5,24.7,23.8,1.21,12.54,17.02,18.28,15.9,13.39,-12.7,-1.0,8.1,5.3,9.3,3.9,13.1,30.5,-12.7,340.1,312.3,72.14,3,121,62,833.2,83.32,39481.4,13.0,13.0,2.0,2.0,,34.0,348.0,497.0,107.0,3675.0,17.0,77.0,4663.0
Ярославская область,зерновые и зернобобовые культуры,2010,13.7,47.76,509.92,23.0,18.0,20.0,25.0,19.0,19.0,0.0,0.0,5.0,24.0,14.0,0.0,69.97,71.71,72.57,61.19,68.45,78.73,50.0,82.1,71.1,15.4,91.9,75.9,7.0,13.0,10.0,6.0,12.0,11.0,47.4,82.1,71.1,15.4,91.9,75.9,15.4,25.0,31.0,34.5,35.9,21.3,5.74,15.27,17.32,24.54,20.17,11.22,-3.8,5.7,6.1,11.2,5.5,1.5,15.78,35.9,-3.8,386.4,383.8,70.38,43,124,59,3214.24,321.42,36601.6,15.0,15.0,5.0,2.0,3.0,33.0,329.0,433.0,100.0,3419.0,17.0,75.0,4319.0
Ярославская область,зерновые и зернобобовые культуры,2011,16.1,49.49,786.14,21.0,23.0,23.0,20.0,26.0,11.0,0.0,0.0,1.0,16.0,2.0,0.0,77.17,66.39,67.87,67.68,66.84,83.03,33.3,38.6,34.8,75.0,19.8,111.8,9.0,8.0,7.0,11.0,5.0,19.0,22.9,38.6,34.8,75.0,19.8,111.8,17.4,23.2,27.2,31.1,28.8,19.6,2.83,12.53,17.25,22.5,18.15,11.22,-9.7,-0.3,8.6,14.2,7.6,5.1,14.14,31.1,-9.7,313.3,302.9,71.42,19,124,59,19427.91,1942.79,54857.81,14.0,14.0,11.0,3.0,,25.0,300.0,390.0,92.0,3240.0,17.0,73.0,4050.0
Ярославская область,зерновые и зернобобовые культуры,2012,17.3,46.56,788.71,16.0,22.0,18.0,21.0,20.0,18.0,0.0,0.0,0.0,4.0,3.0,0.0,80.47,69.39,72.47,70.94,74.06,77.87,66.6,59.7,96.9,46.8,74.2,67.1,14.0,9.0,12.0,10.0,11.0,12.0,49.7,59.7,96.9,46.8,74.2,67.1,21.1,25.0,26.8,29.0,29.6,21.7,4.98,13.47,16.28,19.56,16.67,12.41,-9.4,0.6,7.1,10.7,6.4,5.5,13.94,29.6,-9.4,411.3,394.4,74.15,7,115,68,5114.2,511.42,45618.1,14.0,14.0,6.0,3.0,,19.0,264.0,338.0,85.0,2826.0,17.0,72.0,3535.0
